idx,name,symbol,quarks,Q,J,P,baryonnumber,leptonnumber,T,T_3,I,I_3,S,C,B,T.1,L_e,L_mu,L_tau
42,Photon,\gamma,-,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Gluon,g,-,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
44,W + Boson,W^+,-,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
45,W – Boson,W^-,-,-1,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
46,Z Boson,Z^0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Higgs Boson,H,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
